"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","weight_kg","weight_class"
"2457-P",8,1162.4189309543,"XVDSY","New York","Texas","Australia","National Pumpkin Festival","1483 X","1147 N",371,1184,-6,"Blue Doll",527.264358266586,"heavy"
"2670-P",1,1139.07270316873,"ITQJM","Houston","California","Australia","Local Pumpkin Festival","1502 G","1175 F",353,1022,12,"Fairytale",516.674687465888,"heavy"
"2456-P",50,1154.28597344831,"NWJBD","Los Angeles","California","Australia","Regional Pumpkin Festival","1948 X","1883 Z",393,1304,-15,"Blue Doll",523.57531079324,"heavy"
"2637-P",100,1135.52425980289,"JRHXI","Los Angeles","California","China","National Pumpkin Festival","1196 H","1970 G",373,1149,4,"Blue Doll",515.065140628415,"heavy"
"2820-P",23,1132.95986322127,"LQOVW","Los Angeles","California","USA","Regional Pumpkin Festival","1118 M","1534 C",360,1093,9,"Blue Doll",513.901949904366,"heavy"
"2163-P",66,1134.43519295566,"JLUHP","New York","Florida","China","Local Pumpkin Festival","1767 X","1486 X",372,1204,-8,"Big Max",514.571148215679,"heavy"
"2562-P",99,1133.72800801136,"MICYP","Nottingham","Texas","USA","Local Pumpkin Festival","1972 K","1904 U",372,1149,-3,"Ghost",514.250374520495,"heavy"
"2103-P",21,1129.75496297702,"TFROC","Houston","Texas","China","Regional Pumpkin Festival","1105 S","1485 U",377,1199,-8,"Big Max",512.448231605744,"heavy"
"2964-P",100,1138.73081854079,"NWWVQ","Los Angeles","Florida","USA","Regional Pumpkin Festival","1094 W","1562 J",358,1032,8,"Fairytale",516.519611207105,"heavy"
"2071-P",39,1126.47461258862,"RLUDF","Nottingham","Florida","USA","Local Pumpkin Festival","1944 Z","1660 O",367,1088,5,"Fairytale",510.960289697391,"heavy"
"2894-P",11,1127.54708282929,"EAODE","Chicago","New York","Australia","Regional Pumpkin Festival","1921 T","1218 O",365,1064,2,"Ghost",511.446754016018,"heavy"
"2382-P",21,1109.33363234811,"FUFNF","Nottingham","New York","USA","Local Pumpkin Festival","1368 D","1139 Y",357,1039,8,"Big Max",503.185271839452,"heavy"
"2629-P",52,1092.87393971626,"KGZWK","Houston","New York","China","Regional Pumpkin Festival","1931 S","1212 S",360,1076,1,"Ghost",495.71928084284,"medium"
"2697-P",5,1099.34559061937,"UUPVF","Paris","Texas","Australia","Regional Pumpkin Festival","1893 J","1656 X",364,1091,-1,"Blue Doll",498.654772316257,"medium"
"2928-P",30,1091.29913018551,"RGPLX","Chicago","Florida","China","National Pumpkin Festival","1713 C","1898 O",357,1002,9,"Blue Doll",495.004959254889,"medium"
"2935-P",11,1092.0699528819,"IRDUF","Paris","Texas","USA","Regional Pumpkin Festival","1026 E","1814 K",367,1071,-4,"Ghost",495.354598548887,"medium"
"2547-P",83,1097.64622105397,"ORDYL","Chicago","Florida","China","Regional Pumpkin Festival","1447 I","1716 V",364,1119,-1,"Ghost",497.883951246936,"medium"
"2008-P",1,1093.31649364904,"WSXHG","Los Angeles","Florida","Australia","Regional Pumpkin Festival","1526 A","1124 V",380,1196,-9,"Ghost",495.92001993023,"medium"
"2594-P",30,1078.10373811983,"YCEKS","Houston","New York","USA","National Pumpkin Festival","1206 R","1879 R",344,957,15,"Blue Doll",489.019630089718,"medium"
"2680-P",62,1084.8984954888,"JRZPA","New York","Texas","China","Local Pumpkin Festival","1073 F","1810 X",364,1127,-6,"Fairytale",492.101680190871,"medium"
"2942-P",81,1085.1189813178,"RKPOW","Chicago","California","Australia","Regional Pumpkin Festival","1180 L","1517 Y",348,976,11,"Big Max",492.201690880684,"medium"
"2766-P",11,1080.80265465938,"GRDZS","Houston","Texas","Australia","Local Pumpkin Festival","1033 M","1254 U",365,1143,-6,"Ghost",490.243838040352,"medium"
"2238-P",6,1063.30115776695,"ZHUIW","Paris","Florida","Australia","Regional Pumpkin Festival","1068 J","1056 J",365,1122,0,"Ghost",482.305292579713,"medium"
"2231-P",20,1065.52811979875,"NIUBT","Chicago","Florida","USA","Regional Pumpkin Festival","1442 T","1980 C",356,982,12,"Blue Doll",483.315425566463,"medium"
"2791-P",59,1061.36757563334,"WQOCW","Nottingham","New York","China","Local Pumpkin Festival","1580 E","1991 C",358,1070,-5,"Big Max",481.428234476402,"medium"
"2272-P",41,1072.58571564779,"WFNJQ","Los Angeles","New York","Australia","Regional Pumpkin Festival","1134 R","1610 H",350,946,8,"Ghost",486.516697196814,"medium"
"2985-P",57,1066.75365190487,"BUHTG","Houston","Texas","Australia","Local Pumpkin Festival","1798 P","1290 N",354,1054,7,"Fairytale",483.871317579457,"medium"
"2790-P",7,1062.58444938809,"ZVWDH","New York","California","Australia","National Pumpkin Festival","1565 B","1968 V",365,1076,4,"Ghost",481.980199127271,"medium"
"2568-P",72,1050.7949000271,"PYOHA","Nottingham","California","Australia","Regional Pumpkin Festival","1295 N","1911 Y",360,1025,8,"Fairytale",476.632549486907,"medium"
"2282-P",47,1054.95586585775,"SVUDX","Houston","New York","USA","Regional Pumpkin Festival","1478 F","1373 E",364,1064,0,"Fairytale",478.519931841101,"medium"
"2937-P",76,1054.12626328506,"CRFYY","Paris","Florida","USA","Regional Pumpkin Festival","1959 L","1503 Z",367,1094,-3,"Blue Doll",478.143630443679,"medium"
"2939-P",71,1053.23383119982,"PAOJC","Chicago","Florida","USA","Local Pumpkin Festival","1560 D","1586 U",352,984,12,"Fairytale",477.738830058732,"medium"
"2445-P",28,1059.42407213524,"PLCXW","Nottingham","California","Australia","Regional Pumpkin Festival","1978 A","1668 J",362,1117,-7,"Fairytale",480.546676117856,"medium"
"2353-P",42,1047.9266026793,"LUFHF","Chicago","Florida","China","Regional Pumpkin Festival","1767 J","1079 N",356,1023,0,"Big Max",475.331511693963,"medium"
"2014-P",39,1049.90305350162,"ZLZWI","Houston","Texas","USA","Local Pumpkin Festival","1069 M","1400 R",355,1057,0,"Ghost",476.228014707397,"medium"
"2386-P",14,1037.03351027146,"PXGCP","Nottingham","Texas","China","National Pumpkin Festival","1171 G","1342 G",346,922,16,"Blue Doll",470.390488087916,"medium"
"2068-P",93,1041.19074445833,"VIYHB","Chicago","California","Australia","Regional Pumpkin Festival","1490 W","1342 X",358,1057,2,"Blue Doll",472.276177796963,"medium"
"2751-P",6,1033.55723698437,"SWGWQ","Paris","Texas","USA","Regional Pumpkin Festival","1082 R","1093 S",364,1056,2,"Ghost",468.813677047536,"medium"
"2020-P",3,1039.88934468757,"BMLDC","Los Angeles","Texas","USA","Regional Pumpkin Festival","1423 X","1544 S",361,1071,-6,"Fairytale",471.685872790135,"medium"
"2467-P",94,1024.13616253994,"AZJDT","Los Angeles","Texas","USA","National Pumpkin Festival","1062 K","1444 G",362,1116,-7,"Ghost",464.540349558758,"medium"
"2682-P",100,1025.9036730798,"SGSIJ","Chicago","California","Australia","Regional Pumpkin Festival","1722 A","1625 H",358,1007,3,"Ghost",465.342078854201,"medium"
"2176-P",38,1022.24625033047,"CBQUJ","Los Angeles","Texas","USA","National Pumpkin Festival","1666 F","1619 U",353,1042,-5,"Ghost",463.683099799852,"medium"
"2261-P",10,1030.20927500557,"AZDMC","Los Angeles","New York","Australia","Local Pumpkin Festival","1938 Q","1199 S",356,1069,-7,"Blue Doll",467.295067037628,"medium"
"2621-P",38,1025.24671903718,"YVVUC","Paris","Texas","China","Regional Pumpkin Festival","1134 Y","1570 P",365,1088,-9,"Fairytale",465.044089512781,"medium"
"2627-P",84,1025.83815002069,"SKEJP","Chicago","New York","USA","National Pumpkin Festival","1266 T","1699 A",364,1076,0,"Blue Doll",465.312358094506,"medium"
"2346-P",59,1014.30852614772,"NKGDT","Chicago","Texas","China","Regional Pumpkin Festival","1820 U","1187 U",354,977,0,"Blue Doll",460.08260867237,"medium"
"2492-P",32,1027.20221665259,"JMWFD","Houston","California","China","National Pumpkin Festival","1901 Z","1560 J",378,1213,-11,"Ghost",465.931088311429,"medium"
"2713-P",38,1020.54024645016,"ZEDHQ","New York","Texas","Australia","National Pumpkin Festival","1504 I","1191 A",353,999,7,"Fairytale",462.909269455902,"medium"
"2650-P",15,1012.19969761558,"BYUTB","Nottingham","New York","USA","Local Pumpkin Festival","1002 H","1858 X",344,912,12,"Fairytale",459.126060139753,"medium"
"2681-P",42,1017.66771128718,"AEWHB","Los Angeles","Texas","Australia","National Pumpkin Festival","1370 B","1629 Q",354,965,8,"Fairytale",461.606309422326,"medium"
"2782-P",58,1022.42120950669,"JAPVQ","New York","Florida","Australia","Regional Pumpkin Festival","1137 L","1287 Y",359,1099,-10,"Ghost",463.762459947313,"medium"
"2320-P",59,1009.54828838259,"GEHDL","New York","California","China","Local Pumpkin Festival","1250 C","1336 H",361,1091,-4,"Big Max",457.923401140913,"medium"
"2860-P",44,1005.938217788,"YLAIX","Nottingham","Texas","Australia","National Pumpkin Festival","1022 S","1364 A",355,1016,-4,"Ghost",456.285900662674,"medium"
"2159-P",79,999.046297625639,"AYCNZ","Paris","Florida","China","Regional Pumpkin Festival","1554 B","1322 I",344,960,7,"Blue Doll",453.159778259754,"medium"
"2306-P",58,1013.33235971238,"EINFA","Chicago","California","China","Local Pumpkin Festival","1362 N","1638 J",350,1008,1,"Ghost",459.639827025083,"medium"
"2263-P",20,1000.15015950799,"EWYGU","Los Angeles","New York","Australia","National Pumpkin Festival","1324 M","1390 N",345,968,3,"Fairytale",453.660481587543,"medium"
"2245-P",36,1004.49856590293,"YCOHH","Houston","New York","China","National Pumpkin Festival","1222 K","1519 Y",364,1071,-2,"Big Max",455.632885551602,"medium"
"2932-P",36,1008.30545296613,"LXHVN","Nottingham","Florida","USA","Local Pumpkin Festival","1831 F","1500 F",339,889,13,"Fairytale",457.359660478369,"medium"
"2212-P",80,991.705901255272,"SVXMC","Chicago","California","China","Regional Pumpkin Festival","1006 A","1582 R",365,1070,-7,"Big Max",449.830230470588,"medium"
"2311-P",4,989.781529483572,"ZMTMF","Nottingham","Texas","China","Regional Pumpkin Festival","1869 O","1894 G",356,1063,-8,"Blue Doll",448.95735011717,"medium"
"2883-P",38,995.940053546801,"CTAZQ","Los Angeles","New York","Australia","Regional Pumpkin Festival","1647 X","1582 F",352,1034,-9,"Ghost",451.750809645054,"medium"
"2864-P",43,981.628270325437,"MKDEE","Chicago","New York","Australia","Regional Pumpkin Festival","1080 G","1891 R",352,964,-3,"Ghost",445.259093969306,"medium"
"2398-P",87,978.523360605352,"CXKIL","Houston","Florida","Australia","Local Pumpkin Festival","1888 H","1339 N",346,939,8,"Fairytale",443.850730609555,"medium"
"2358-P",12,983.389396345243,"DOFHO","Los Angeles","Florida","China","Regional Pumpkin Festival","1665 L","1828 V",374,1173,-20,"Blue Doll",446.057927295168,"medium"
"2943-P",69,982.547099977732,"SERCM","Paris","New York","Australia","National Pumpkin Festival","1600 Z","1124 N",357,990,-3,"Ghost",445.675868089266,"medium"
"2387-P",86,985.830099207349,"DQQFV","Chicago","Texas","Australia","National Pumpkin Festival","1216 R","1901 W",360,1060,-4,"Big Max",447.165011491785,"medium"
"2841-P",37,972.700622447766,"QCCFM","Paris","Florida","China","National Pumpkin Festival","1299 Q","1925 O",342,951,-1,"Ghost",441.209581006552,"medium"
"2338-P",82,971.180052805692,"HXPTG","Nottingham","Florida","Australia","National Pumpkin Festival","1747 N","1114 B",351,1024,-1,"Blue Doll",440.519862218275,"medium"
"2274-P",45,975.769400627352,"TNZMK","Los Angeles","Texas","Australia","Local Pumpkin Festival","1017 B","1487 N",355,1012,-2,"Fairytale",442.601555375202,"medium"
"2021-P",46,973.543121613562,"NNEEV","Chicago","Texas","USA","Local Pumpkin Festival","1748 E","1659 E",343,927,0,"Blue Doll",441.591732200209,"medium"
"2924-P",3,983.139143663459,"RYLGT","Los Angeles","New York","USA","Regional Pumpkin Festival","1161 D","1629 W",351,1023,-8,"Fairytale",445.944414588043,"medium"
"2553-P",91,973.748690384813,"TTYDV","New York","Florida","Australia","Regional Pumpkin Festival","1103 J","1384 Z",334,863,17,"Ghost",441.684976626436,"medium"
"2065-P",79,971.093764080666,"UVJWW","Paris","Texas","China","Regional Pumpkin Festival","1266 E","1216 V",351,996,0,"Big Max",440.480722310953,"medium"
"2687-P",38,972.460593746044,"KJLGO","New York","Florida","China","National Pumpkin Festival","1422 Z","1419 K",336,875,15,"Blue Doll",441.100705818778,"medium"
"2774-P",59,957.956720312126,"DQWKP","New York","Texas","China","Local Pumpkin Festival","1794 X","1744 J",351,975,-4,"Blue Doll",434.52185948819,"medium"
"2508-P",67,970.052526056767,"DUCLP","Nottingham","California","Australia","Local Pumpkin Festival","1890 O","1116 G",372,1117,-13,"Fairytale",440.008424687562,"medium"
"2897-P",23,950.98536206875,"LSJAA","Paris","California","Australia","Regional Pumpkin Festival","1951 X","1983 P",342,934,3,"Big Max",431.359704577807,"medium"
"2408-P",87,961.850644657388,"INASQ","Los Angeles","Texas","USA","Local Pumpkin Festival","1953 H","1225 M",354,986,2,"Big Max",436.28811386204,"medium"
"2146-P",73,964.232627878897,"FYPFG","Paris","New York","USA","Local Pumpkin Festival","1420 T","1474 Q",344,935,7,"Big Max",437.36856327769,"medium"
"2003-P",54,951.431948739104,"VYZXK","Paris","New York","Australia","National Pumpkin Festival","1926 O","1906 R",335,881,13,"Blue Doll",431.562272884193,"medium"
"2677-P",3,936.807133078016,"JGACY","Paris","Texas","USA","National Pumpkin Festival","1529 R","1295 Z",368,1140,-21,"Blue Doll",424.928568082104,"medium"
"2010-P",20,940.500102518126,"KGWTY","New York","Texas","Australia","National Pumpkin Festival","1006 F","1016 E",341,895,5,"Big Max",426.603670844186,"medium"
"2342-P",49,938.901705647819,"CJPII","New York","Florida","China","Regional Pumpkin Festival","1858 L","1503 H",356,1013,-4,"Blue Doll",425.878650218974,"medium"
"2824-P",77,939.888828882575,"CIRMV","Houston","Florida","USA","Regional Pumpkin Festival","1867 M","1622 I",340,872,2,"Fairytale",426.326401786885,"medium"
"2877-P",77,931.858026443049,"OQTZQ","Houston","Texas","USA","National Pumpkin Festival","1751 E","1633 S",372,1122,-15,"Blue Doll",422.683691072284,"medium"
"2247-P",58,940.329360452481,"MENGH","Chicago","New York","USA","Local Pumpkin Festival","1645 H","1851 C",334,868,11,"Fairytale",426.526223545906,"medium"
"2533-P",12,931.10212582089,"QFGZE","Nottingham","California","USA","Regional Pumpkin Festival","1105 K","1715 O",328,829,10,"Big Max",422.340820317307,"medium"
"2495-P",6,928.527369182557,"KOAKF","Los Angeles","California","USA","National Pumpkin Festival","1611 R","1526 C",340,922,4,"Fairytale",421.172930350573,"medium"
"2665-P",38,924.743534039706,"EEFII","Los Angeles","New York","Australia","Regional Pumpkin Festival","1428 L","1970 W",338,905,-2,"Big Max",419.456611598998,"medium"
"2174-P",15,924.543285235763,"XVANU","Chicago","Florida","USA","Regional Pumpkin Festival","1958 V","1417 S",356,1067,-9,"Blue Doll",419.365780269352,"medium"
"2361-P",85,920.565892264247,"BBSAM","Los Angeles","Texas","USA","Local Pumpkin Festival","1439 G","1646 F",330,860,7,"Ghost",417.561665163468,"medium"
"2934-P",62,915.241190020554,"IELVB","Chicago","Texas","USA","Local Pumpkin Festival","1333 C","1474 Y",344,919,-1,"Ghost",415.146420851181,"medium"
"2767-P",47,915.796074790508,"CUCEB","Los Angeles","New York","USA","National Pumpkin Festival","1391 T","1312 B",338,876,7,"Big Max",415.398112349273,"medium"
"2809-P",99,904.412494281679,"YMCKU","Chicago","Texas","China","Local Pumpkin Festival","1243 Z","1285 B",258,402,124,"Ghost",410.234607082857,"medium"
"2554-P",44,904.949711532332,"WYKRY","New York","California","China","National Pumpkin Festival","1065 J","1214 F",356,983,-12,"Big Max",410.47828472899,"medium"
"2574-P",14,898.096843829378,"NTZGR","Los Angeles","California","China","Regional Pumpkin Festival","1044 Q","1802 L",345,958,-1,"Ghost",407.369876223704,"medium"
"2719-P",23,902.161709173582,"WECMB","Chicago","California","Australia","Local Pumpkin Festival","1843 Z","1063 C",328,793,9,"Ghost",409.213668130459,"medium"
"2915-P",40,901.075015732087,"YNPYJ","Nottingham","California","China","Regional Pumpkin Festival","1960 E","1081 G",346,958,-8,"Fairytale",408.720752276454,"medium"
"2961-P",95,906.485516401008,"QOFDC","Chicago","Texas","China","National Pumpkin Festival","1670 N","1968 V",346,935,-5,"Ghost",411.174914099814,"medium"
"2101-P",73,899.096472526342,"OGKEI","New York","New York","Australia","National Pumpkin Festival","1590 N","1995 W",331,839,7,"Big Max",407.82330017386,"medium"
"2037-P",84,889.881104530767,"SFCUM","Houston","New York","China","Regional Pumpkin Festival","1407 C","1956 F",340,920,-4,"Big Max",403.64327956082,"medium"
"2176-P",79,900.023999327794,"GTBWJ","Paris","California","Australia","National Pumpkin Festival","1146 M","1977 Z",338,907,3,"Ghost",408.244019254322,"medium"
"2593-P",93,888.456045335159,"XBDWG","Chicago","Florida","USA","National Pumpkin Festival","1825 A","1598 H",330,863,6,"Big Max",402.996883582352,"medium"
"2699-P",64,897.674803579226,"MGSBH","Nottingham","Florida","China","Regional Pumpkin Festival","1451 T","1885 U",342,891,-1,"Fairytale",407.178441986242,"medium"
"2738-P",60,894.639882649295,"YWAGW","Paris","New York","USA","Regional Pumpkin Festival","1248 P","1007 Y",345,899,4,"Ghost",405.801825007717,"medium"
"2799-P",66,889.409287333488,"YVAMK","Houston","Florida","Australia","Local Pumpkin Festival","1028 R","1620 E",345,966,-5,"Blue Doll",403.42926687992,"medium"
"2108-P",42,880.061225876212,"RYUFL","Nottingham","California","Australia","National Pumpkin Festival","1085 T","1677 W",326,827,7,"Ghost",399.189057525053,"medium"
"2877-P",69,876.658717202768,"QJHST","Nottingham","Florida","USA","Regional Pumpkin Festival","1218 K","1593 G",338,882,5,"Fairytale",397.645705550625,"medium"
"2496-P",41,886.697166366503,"PQQSW","New York","California","Australia","Local Pumpkin Festival","1536 L","1666 U",308,712,28,"Fairytale",402.199069501747,"medium"
"2084-P",59,892.982051960193,"BCADE","Los Angeles","Florida","Australia","Local Pumpkin Festival","1079 H","1845 K",325,800,15,"Fairytale",405.049845655758,"medium"
"2823-P",99,879.18870517239,"DSICX","New York","Florida","USA","National Pumpkin Festival","1367 X","1560 R",345,922,-5,"Big Max",398.7932887908,"medium"
"2568-P",15,875.696738134697,"NVKMM","New York","Texas","Australia","National Pumpkin Festival","1127 D","1760 R",347,937,-6,"Big Max",397.209359184883,"medium"
"2065-P",89,878.494259455241,"GSDZH","Paris","Florida","China","Regional Pumpkin Festival","1515 O","1218 R",340,928,-2,"Ghost",398.478293511858,"medium"
"2666-P",25,875.236042498238,"JPWWN","Chicago","Florida","USA","National Pumpkin Festival","1650 O","1511 A",342,930,-9,"Blue Doll",397.000391159117,"medium"
"2281-P",2,877.942769629881,"BIZNF","New York","New York","Australia","Local Pumpkin Festival","1237 N","1294 W",330,860,-4,"Fairytale",398.228141934732,"medium"
